id,genre,track_name,artist_name,valence,energy
5vVmSFSzXfon0FonU1MtgB,bossanova,Chega De Saudade,Nara Leão,0.414,0.246
1CfcbFgejqm42cPGKlBFNl,bossanova,Beija Me,Elza Soares,0.936,0.539
1xi7xeR72i3EsUxYzPwsVe,bossanova,Quando Chegares (When You Arrive),Carlos Lyra,0.383,0.137
4yWskOmz9dMfpnRvhO5I33,bossanova,O Barquinho,Eddy Palermo,0.551,0.528
43Xu8LmttzEbmDE9PpzAEE,bossanova,Deixa a Nega Gingar,Wanda Sá,0.877,0.477
5H9Qw4EwuEzElq6ihi4LS0,bossanova,E Vem o Sol,Marcos Valle,0.677,0.425
62J6QlAlWGCdHrwgh4lJjZ,bossanova,Lamento No Morro,Antônio Carlos Jobim,0.424,0.502
0fUBBvaPWUhgaqCV5QKAPp,bossanova,Solidao,Maysa,0.287,0.217
6JTdgLMwzCROSuBybZkx3U,bossanova,A Rita,Chico Buarque,0.811,0.431
4P9stZZEzc1dRsktEyOfVM,bossanova,Sonho de Um Carnaval,Bossa Jazz Trio,0.406,0.683
6bW05bCdSi895piFMdjTla,bossanova,Desafinado,Joao Gilberto & Astrud Gilberto,0.67,0.0622
0s4ad5dF6dqSkFRFGWe3Es,bossanova,Cantiga de Cego,Dori Caymmi,0.199,0.299
2P0nOcYl6xEjj39yo5R6BA,bossanova,Here's That Rainy Day,Palmyra & Levita,0.282,0.122
0Y8J9GJ1rEHidrtcNxsh8e,bossanova,Words,Bebel Gilberto,0.103,0.0886
3GsN7XUul6ULQo9UuME4uv,bossanova,If I Drown,Ale Vanzella,0.442,0.461
2wVFs7GK33kH4eR5d6eSiX,bossanova,Berimbau,Zimbo Trio,0.303,0.414
4CtNZVKo9fOxlWDmDdMhQQ,bossanova,Madrugada,Miúcha,0.093,0.218
52IbMh9sgVaMzRu2yIaNy2,bossanova,Moon River,Laurindo Almeida and The Bossa Nova All Stars,0.828,0.321
6SZbik5rmBTlgMHxHVXquA,bossanova,Agua De Beber,Maysa,0.61,0.555
2z6Pchacqiy2FgqQFS4lVY,bossanova,Vivo Sonhando,Marcos Valle,0.235,0.388
1Xv8qGn4f0dQNV0e8RTAlI,bossanova,A Felicidade - Instrumental,Various Artists,0.536,0.531
3aJ2jrhLVDxhYO6eopAOdK,bossanova,Samba Em Preludio,Toquinho,0.386,0.49
6W8XHqFU9sbBEyi8FxCCs0,bossanova,Deixa a Menina,Bossacucanova,0.698,0.813
0yJoi34fAzjuENnLsNywld,bossanova,One Note Samba,Laurindo Almeida and The Bossa Nova All Stars,0.435,0.309
5sanom0yL4NAd26HvShw7r,bossanova,Close to you,Bebel Gilberto,0.26,0.353
7g2LtXiUL5MLQ900UaAyNt,bossanova,Tea For Two,Palmyra & Levita,0.289,0.172
00atywJHIvpX8QqfSPL8XC,bossanova,Se e Tarde Me Perdoa,Joao Gilberto & Astrud Gilberto,0.57,0.127
7q4imMEKvVC3mCZWhOjgLj,bossanova,Agarradinhos,Eddy Palermo,0.324,0.323
4x3lE3wPWKKQRRFREo8AMw,bossanova,Outra Vez,Nara Leão,0.431,0.225
3jEMU8FbxV3HEC427KFRG8,bossanova,Wave,Various Artists,0.378,0.376
15hsI4QhF1bHnxvqo7Vvtn,bossanova,Maria Bêthania,Gal Costa,0.578,0.204
1Cfc0o9vbbmjpO7SP8B6N0,bossanova,Doralice - Version 1,Joao Gilberto & Astrud Gilberto,0.965,0.282
5ErrzlyNKn1t1igxV5tdHc,bossanova,A Tonga da Mironga Do Kabuletê,Vinícius de Moraes,0.885,0.779
0UPd7HqdjLBgOCtLIaKQVT,bossanova,Mulher Passarinho,Maysa,0.192,0.231
698D2Q9wqvPAUTVutVoQDO,bossanova,Ainda Mais Lindo,Marcos Valle,0.585,0.409
2fNREKcsUJbp62WefiOwzB,bossanova,Night and Day,Bebel Gilberto,0.125,0.107
7amGaJo29GAfA1hVyrlcFG,bossanova,Meditação,Nara Leão,0.527,0.408
3Wku87vvflwDHFuzN2OFAa,bossanova,São Francisco,Vinícius de Moraes,0.128,0.166
0VVTsn8VhOWWkz14E62dHp,bossanova,Teach Me Tonight,Laurindo Almeida and The Bossa Nova All Stars,0.911,0.243
12s2wh1IVMBSabg48QEgK8,bossanova,Serrado,Rosa Passos,0.411,0.529
7mrL741YwpaiRKg56zakhb,brazil,Não Existe Amor Em SP,Criolo,0.349,0.41
2tBah0hzCdsafd4fNkjRaM,brazil,Me deixa,O Rappa,0.336,0.836
0FcYoRbrZ9eR2bc5nw6feN,brazil,Toda Forma De Poder,Engenheiros Do Hawaii,0.593,0.947
2EEMetkYSqxIRMpptSqxmx,brazil,Preciso me encontrar,"Antonio Pinto, Ed Cortes",0.688,0.516
3pSTUZbp7J5jg2JHChTf21,brazil,A Menina Dança,Novos Baianos,0.91,0.677
0PgsB53yhlKs8D19LgYU4i,brazil,Se...,Djavan,0.498,0.392
1tg4ajDHN3Cr5o7arUtN5k,brazil,Me encontra,Various Artists,0.686,0.954
6zQTiw3M1p58eklHhCBWyi,brazil,Coisas Que Eu Sei,Danni Carlos,0.401,0.352
4asPMA0CIoAntrgzIusmSx,brazil,"Olha Só, Moreno",Mallu Magalhães,0.593,0.222
0Fzuca7Mfj4F9k7Fu4SyrS,brazil,Águas De Marco,Elis Regina,0.79,0.225
3IljqNcSS7RB8ggxnig688,brazil,Linha de Frente,Various Artists,0.675,0.496
7ATfTQCF4OGSY91yKk42km,brazil,Um Minuto Para O Fim Do Mundo,CPM 22,0.67,0.973
28aUFtkMnJaqNQkLHR0weV,brazil,Show das Poderosas,Anitta,0.661,0.694
7MnT7msJZg3XBAS0OTfGrB,brazil,Tempo Perdido,Legião Urbana,0.221,0.662
1eDBpkZgY7p9OBVodcrX9n,brazil,Robocop Gay,Mamonas Assassinas,0.921,0.79
0sdhpuSSWjRvrVAYDyWaBc,brazil,Ai Se Eu Te Pego - Spanish Version,Michel Teló,0.877,0.933
3KYlOzxN5xO7eEauO1VF06,brazil,Velha Infancia - 2004 Digital Remaster;,Tribalistas,0.574,0.596
4d0DpU7Odiv0ztvX2GxJlk,brazil,Exagerado,Cazuza,0.822,0.663
1NsKsCNMbK8Impt7oSB2jM,brazil,Andei Só,Natiruts,0.802,0.518
4k3HBeh98WWN2ybGHC0WQI,brazil,Beijinho no Ombro,Valesca Popozuda,0.807,0.734
2kgT6sMwXd3mdeXhBbLMQe,brazil,Sina,Djavan,0.909,0.555
0wmtEwRmA8l3jndpf8zARo,brazil,Máscara,Pitty,0.419,0.695
4lqJizVlijumu0Jn7dXnbC,brazil,Gostava Tanto De Você,Tim Maia,0.862,0.945
3FXo3xKG3aYV3hvdRzUY61,brazil,Só Por Uma Noite,Charlie Brown Jr.,0.644,0.964
6LMjjcvtlWp1Dtj19yiIvT,brazil,My Girl,TIAGO IORC,0.311,0.0929
6ttKOudrrD5yjt4saUjhNa,brazil,Faroeste Caboclo,Legião Urbana,0.444,0.549
2WayN4wXOseclKADq2tFTY,brazil,Não Me Deixe Só,Vanessa Da Mata,0.641,0.469
4MYTwzia07JVDvMes0y0qY,brazil,O Vento,Various Artists,0.839,0.685
0UtoASDXmEeZklHfKlqz8s,brazil,Velha e Louca,Mallu Magalhães,0.719,0.424
6q042pQaILWdtxJxbf0jXj,brazil,Life On Mars?,Various Artists,0.437,0.133
2kYAcKRS0NIhMJbHjyMEkZ,brazil,Você de Mim Não Sai - Ao Vivo,Luan Santana,0.516,0.917
2pvA8uzxL6JDreXscajgON,brazil,Mas Que Nada,Sérgio Mendes,0.882,0.88
6USdH2GyvlsgbaSF4NbAdX,brazil,Te Ver,Skank,0.764,0.697
266WEiJhZI1dNUcOqr7Yzi,brazil,Infinita Highway,Engenheiros Do Hawaii,0.812,0.798
6zBw2Qqqj2daIoST9XIJC4,brazil,"Ai, Ai, Ai...",Vanessa Da Mata,0.92,0.718
40XnMKTGFzqkKymoFQ1Bft,brazil,Carolina,Seu Jorge,0.48,0.752
1Ly6VdODSs8qXcqok09EJt,brazil,Cê Que Sabe,Various Artists,0.756,0.796
7c7lIshGFNbsswNHnyTuvE,brazil,Fui Fiel,Gusttavo Lima,0.77,0.808
7ieOQPT3n26Hav7QtTSGR4,brazil,Chão de Giz,Various Artists,0.487,0.401
0HbETqD1NfatN78USacrJP,brazil,Chega de Saudade,João Gilberto,0.647,0.242
1YvryPjDMhoCxelMsMUXGz,brazil,Hourglass,Rodrigo Amarante,0.541,0.746
3Pssl5CAjQVYMJDlPphGUb,brazil,Último Romance - Ao Vivo,Los Hermanos,0.602,0.775
4pG8lbKPKkfGSniMXxZTM7,brazil,Sutilmente,Skank,0.459,0.632
0q1hmhVWdR04mZup6mR56u,brazil,Preta Pretinha,Novos Baianos,0.773,0.561
2IFVgmtIwyg2AmWV6yZJqT,brazil,Deixa A Vida Me Levar,Zeca Pagodinho,0.893,0.774
7n3gUegWRbmroxs0sk24pL,brazil,Brand New Start,Little Joy,0.786,0.625
4KbRvdWVR4HtQULIWG3Ipz,brazil,Malandragem,Cássia Eller,0.362,0.523
14zHULg93hiSpMR71IzMs3,brazil,Anna Júlia,Various Artists,0.449,0.809
7IlN4RrC4oILrQJ1xsBM3f,brazil,Hoje Eu Quero Sair Só,Lenine,0.699,0.597
1Sq5WIPVCs0fMODkLpFxZL,brazil,The Girl From Ipanema,Kincade,0.746,0.606
0MeqLDxoK38jwkcWKDiPHu,brazil,Telegrama,Zeca Baleiro,0.394,0.501
4BeiDtscDgxVe9PazLUPSj,brazil,11 Vidas,Lucas Lucco,0.457,0.622
4Z8zmUkhtz6pCLuWEUFx4J,brazil,Tempos modernos - Remasterizado em 2001,Lulu Santos,0.768,0.455
0cWA7zp6HZm5lqdmozH0TF,brazil,Dois Rios,Skank,0.381,0.621
5vdH3ZOmnmvCtLbfNpJBgb,brazil,Depois,Marisa Monte,0.435,0.564
1KlC2yGobg0mBMAIJ3OrX2,brazil,Cara valente,Maria Rita,0.645,0.56
6mOdAPdACSVkUIyaRPjkAv,brazil,Admirável Chip Novo,Pitty,0.437,0.77
1uVSJkagOwtgMmeexAp1hg,brazil,Samba Da Bencao,Bebel Gilberto,0.569,0.496
18EO0a9N2BhxhufAh2BJh6,brazil,Domingo de Manhã,Marcos & Belutti,0.393,0.757
5ruFO5Cbjvljsh3ItsDmp8,brazil,Keep Me In Mind,Little Joy,0.963,0.709
5YQPOIAt3U7DMAswTVvzax,brazil,Eu Sei,Papas Da Língua,0.397,0.613
0y2IYKinRnwvL4xDXoMytJ,brazil,Na Sua Estante,Pitty,0.364,0.499
4hCrrd4eWFmPdycdcky1Wf,brazil,Pra Ser Sincero,Engenheiros Do Hawaii,0.149,0.334
3oVI4L3rUkawtbRo2GsOZh,brazil,Sambinha Bom,Mallu Magalhães,0.579,0.406
5yFI0Vs3x4EbeIDerT0ck1,brazil,Codinome Beija-Flor,Cazuza,0.301,0.255
7ILgs068FwCIat5DA1CI99,brazil,Você,Tim Maia,0.712,0.709
2yQMmtem48vOjB1OXAvbKD,brazil,Quem de nós Dois (La Mia Storia Tra Le Dita),Ana Carolina,0.508,0.591
3TAMiM8XFmU9vFd333pgRh,brazil,Mistério do Planeta,Novos Baianos,0.683,0.495
1Tditr5KyzStSK3GiO6Xlj,brazil,Maus Bocados,Cristiano Araújo,0.854,0.837
6KHavXdYptg58jxQSES3mg,brazil,Magalenha,Sérgio Mendes,0.597,0.87
1TX4h6MrIZ0K3r4OOG11WO,brazil,Flor de Lis,Djavan,0.781,0.502
1aUUrBmdIYN7FvIzHdpisn,brazil,Zen,Anitta,0.908,0.59
31svfXMDnt8sgu4SuDqL2K,brazil,Apenas Mais uma de Amor,Lulu Santos,0.303,0.357
1BGrHLBKZCVGslxe0dSExv,brazil,Metamorfose ambulante,"Antonio Pinto, Ed Cortes",0.6,0.553
4eF9KMFVQWL3RTxBYkXi0V,brazil,Geni E O Zepelim,Chico Buarque,0.462,0.524
1LR5KBD64oRzGEjQhAMNdj,brazil,Boa Sorte / Good Luck (feat. Ben Harper),Vanessa Da Mata,0.311,0.487
3obtPOCgjbbYno2Rr1Bwyh,brazil,Como Nossos Pais,Elis Regina,0.491,0.379
1XKhDkF8bX5IxMO4QTirvl,brazil,Ne Me Quitte Pas,Maria Gadú,0.44,0.52
3o9QS7tLm7YskEG7NWbpcz,brazil,Tente outra vez,Raul Seixas,0.337,0.526
3WOAyxXLXWJJx2wZHJJT2X,brazil,Balada (Tchê Tcherere Tchê Tchê),Gusttavo Lima,0.857,0.949
2GplG03rw0CN2EMLzPJZAl,brazil,Já Sei Namorar,Tribalistas,0.833,0.822
0EX0wy0g1amU55KWD9Kovf,brazil,Tardei,Rodrigo Amarante,0.299,0.187
7e1OrZHVcoXkP4hxLjP3oA,brazil,Subirusdoistiozin,Criolo,0.558,0.503
2ma8V5vEOfCuyqZ0V8HAq3,brazil,Toda Forma de Amor,Lulu Santos,0.827,0.833
1R7MonDYxJkdQQqujXZDH4,brazil,Amiga Da Minha Mulher,Seu Jorge,0.782,0.928
1j5i8qd1PkSQAGM5zyonJC,brazil,Ouro De Tolo,Raul Seixas,0.826,0.549
5Z29IzMEP5TY8HsXWwPYWX,brazil,Índios,Legião Urbana,0.678,0.587
4fHvVFBpOgUpUXros7DIGf,brazil,Não Quero Dinheiro (Só Quero Amar),Tim Maia,0.965,0.885
0nppnJpYfTBwW7WpnQXlB3,brazil,Oitavo Andar,Clarice Falcão,0.703,0.286
6hwrxnBXln6pXeMJc6b6Im,brazil,Agua De Beber,Astrud Gilberto,0.815,0.351
4xISjdYpFEMsAFC2ax7OVE,brazil,Shimbalaiê,Maria Gadú,0.512,0.485
31NSDwCjIRYaPJW3tNNGUv,brazil,Alforria,Forfun,0.917,0.849
4aMBthyrceSKD9omq25HgA,brazil,Só os Loucos Sabem,Various Artists,0.57,0.396
265UWKABWdpx65MsMCepS8,brazil,"Amor, Amor",Wanessa Camargo,0.525,0.863
6QFgHM8uU0pqZNX1opZS8N,brazil,Melhor do Que Ontem,Capital Inicial,0.561,0.799
5YzqxOw9aMssgQ6rebBF4d,brazil,All Star,Various Artists,0.533,0.51
11hDRzAH1mzs7qdCBWzAH1,brazil,Monomania,Clarice Falcão,0.583,0.347
0JUdM6lKJafF1ucVO3PgBK,brazil,O Segundo Sol,Cássia Eller,0.507,0.703
1Thcp2JGBWW1edul945eW3,brazil,De Todos os Loucos do Mundo,Clarice Falcão,0.809,0.339
7HlfWAXopQ3Guq7bn88LCX,brazil,Por Enquanto,Cássia Eller,0.279,0.327
7xGgJiq8Ymdi6kFxduoIwe,breakbeat,Smokin' Cheeba-Cheeba,Harlem Underground Band,0.727,0.792
02uRToy7bttYcKCO3vIStA,breakbeat,Hit That Jive,Gramatik,0.686,0.684
09aNhXGvfo8wAhUxcsDFlZ,breakbeat,1976,RJD2,0.935,0.808
1HS4VWmqVKoT0B0PBUwsTi,breakbeat,Bodywork - Original Mix,Stanton Warriors,0.536,0.898
1fMpQiQo06ejFpMz6z28xV,breakbeat,Life Gets Better,Skool Of Thought,0.969,0.871
050m8TNhlPML0Kd6naOBlf,breakbeat,The Cell,C2C,0.409,0.891
4bz7uB4edifWKJXSDxwHcs,breakbeat,Galvanize,The Chemical Brothers,0.365,0.714
5SccOHdtlME4HD6M0ki3TE,breakbeat,Chameleon,Corona,0.255,0.913
5UAbuLFYzS69nQRav9EwJq,breakbeat,The Time is Now,Moloko,0.687,0.716
5kL3fvZKJ5Ua5pSqg2dkZv,breakbeat,"Right Here, Right Now",Fatboy Slim,0.113,0.859
04HAFJbb8gdyw7o5xWUEnU,breakbeat,Give It Up Or Turnit A Loose - Remix,James Brown,0.732,0.876
4DoFH3rezbOlcXpz68Njxx,breakbeat,Do The Funky Penguin - Pt. 1,Various Artists,0.91,0.526
6qiT9R8rZWSYIJUa0E8qyL,breakbeat,Red Bull Beat Battle 2007 Mixtape,Various Artists,0.551,0.893
44muZiVSznL0U8NOdPhHWK,breakbeat,Rude Boy Rock,Lionrock,0.691,0.93
6YysF3sAiFUoxGChxE8cyK,breakbeat,On Letting Go,Blok One,0.639,0.586
39XUFaOLafXu7ZEWuzG10f,breakbeat,E-Vapor-8,Altern 8,0.674,0.714
4mshYsCx6R9lnsBx9yuY1n,breakbeat,Booyaka,M-Beat,0.723,0.757
0bdbXNbIRClzywgD6UIPlw,breakbeat,Blind Faith,Chase & Status,0.418,0.85
0FFbJzXvag9ZRel7oNa1wU,breakbeat,The Mexican,Babe Ruth,0.457,0.42
6PZymIEzY7c97Gowr8gzUV,breakbeat,Ill Funk Slammer,Agent K,0.758,0.983
5Muk08hnvAKtf0MDHqIq5j,breakbeat,Hold On - Sub Focus Remix,Various Artists,0.0393,0.931
3IOGAOqhGeaEzGMkmuhTf3,breakbeat,Angels Fell,Various Artists,0.366,0.923
5H6Xz0yLjIrkEGRR8Gu1ET,breakbeat,Disappear Here - Original,Hybrid,0.256,0.582
4bdMXcKvjt705kx05H7FSk,breakbeat,Get Up - Original Mix,Stanton Warriors,0.896,0.774
4Xi7rFOjrH43p3A3qNu3TD,breakbeat,Never Been,Dub Phizix,0.257,0.538
7jhHtBvrNNdVixB7EYO1aE,breakbeat,Mystic Brew,Various Artists,0.607,0.442
2KAhdNWGSxKI4rBA4Sw3sy,breakbeat,Quiero - Future Disciple Radio Edit,Federation,0.0668,0.935
40SHZwS95ZadjL52BjkdJr,breakbeat,When I Was A Yout,Skool Of Thought,0.491,0.813
6EZFJqbA2AO7McS0FfqZ4Y,breakbeat,Best Foot Forward,DJ Shadow,0.364,0.525
5BF6J7ZHbncg8ynxI22ER4,breakbeat,It's Just Begun,The Jimmy Castor Bunch,0.889,0.889
7Eqt1Wdrs3luRdOFnTSElY,breakbeat,Out of My Head - Original Mix,Stanton Warriors,0.319,0.731
7ezR8vOZY1z6IWnUFm0otL,breakbeat,Piku,The Chemical Brothers,0.169,0.743
4pN4ly00wV7WSEGyNdGGr7,breakbeat,Way in My Brain,SL2,0.748,0.927
530guMsQMYIhaBcl5wtWFD,breakbeat,Play,Various Artists,0.13,0.659
7fPkwqJkpI4KDjnXlFvfxz,breakbeat,Your Love Is Too Much,Various Artists,0.92,0.844
567NfubonGOdkDcj7dpXF0,breakbeat,Montara - 2003 Digital Remaster,Various Artists,0.51,0.291
1W9qOaMlBUWclH1WOu57X0,breakbeat,Hot Pants... I'm Coming I'm Coming,Various Artists,0.897,0.742
3kOHptMNAn3EmDrvFKEx07,breakbeat,Precinct - Original Mix,Stanton Warriors,0.238,0.837
5MomjGgGkxqYwyX7cRq8TC,breakbeat,Tilt,Plump DJs,0.372,0.82
1mFsyQBSvTxiw8ttkueFVf,breakbeat,Shimmy - Original Mix,Lynx ,0.696,0.858
1fIZzCIwKKGBRDkLA8VukW,breakbeat,LK,DJ Marky,0.965,0.936
1RWsMpn0PQTJhAx0pmzfer,breakbeat,Love Your Life,Skool Of Thought,0.913,0.886
7zRjvLTL5ZGLUO6dgBXUj6,breakbeat,Beer Chucker,Krafty Kuts,0.961,0.895
1dPZC3LbZjsYZmVPSnuwKp,breakbeat,The Garden,Cut Chemist,0.693,0.831
2Gh4o2uDzEzEtvsmRe11tM,breakbeat,When The Sun Goes Down,Lack Of Afro,0.817,0.976
5mJNTfscRawGNf2f3B1cSF,breakbeat,Tepid Bile,Tipper,0.322,0.8
0xt3oHUZchlHPhiWXoADM5,breakbeat,Use Me - Single Version,Bill Withers,0.955,0.661
1Ex2CrfmuBSl5Cbyz5y1DX,breakbeat,The Gauntlet Amen,Homemade Weapons,0.123,0.931
31XKHcDwyvxsf3Tz3UFL63,breakbeat,Ashley's Roachclip,Various Artists,0.809,0.888
7KY40pRBPKQSaSe0j5nKUK,breakbeat,The Boys Of Summer,Don Henley,0.859,0.776
6RTTygAPtjANZ3d0VlIPcy,breakbeat,In-A-Gadda-Da-Vida,Incredible Bongo Band,0.555,0.783
7iNN6Mv9iW9eRnaG0srOFh,breakbeat,We Control,Hyper,0.476,0.819
3Roj2iFJVuwXadetIvCx4s,breakbeat,Demons Theme,LTJ Bukem,0.506,0.981
3wgtef7Eokf2ENU0UxQs8Q,breakbeat,Rock Da House Pt.2,Various Artists,0.966,0.833
1xrr9bAS0zfjCXdLKpLJnA,breakbeat,Swoon,The Chemical Brothers,0.197,0.773
5sCTpGoSyHGYbsntZfygMy,breakbeat,Distant Land - 2003 - Remaster,Various Artists,0.405,0.518
1MbarPuZfaWLUWtCpLDJ7p,breakbeat,Ska Punch - Original Mix,Colombo,0.794,0.645
7kS4KQ82e0bDHwc5yOpPWU,breakbeat,Painkiller,Freestylers,0.459,0.883
1vpNHURiDb10sAri8nq8l0,breakbeat,Kick It - Original Mix,The Breakfastaz,0.697,0.923
6eYnJnb31jiNbEZHqwlIsP,breakbeat,3 Kilos,The Prodigy,0.841,0.834
22a4XzRpukL7axL9TWGs1p,breakbeat,Pumpin' - Re-Edit,DJ Icey,0.468,0.952
5U2Jfwv0R19vYvI51yf29c,breakbeat,The Champ - Original Mix,The Mohawks,0.851,0.819
0vhl4Gk41JWvjKZEloV41M,breakbeat,Ultrafunkula,Agent K,0.743,0.963
7inW3Cs2l4laNgLKp5R17K,breakbeat,Palm Grease,Herbie Hancock,0.96,0.754
2W29TNaSCiolWbPfQNgNOW,breakbeat,Genesis,Justice,0.289,0.788
09yXj1tSMCdXigghmL3b2S,breakbeat,Holy Ghost,The Bar-Kays,0.766,0.749
0pufN3jW0d6cQK9R9wtiKo,breakbeat,Brooklyn Is Burning,Head Automatica,0.591,0.952
4axNug8UrlC0ndpSNhe5iF,breakbeat,Your Love (Remix),The Prodigy,0.616,0.82
4LqP9eX8ZyvVtmg5KV1xaA,breakbeat,Feel Good Inc.,Cookin' On 3 Burners,0.75,0.877
0f2aTSLI84aFRmps7Klzpg,breakbeat,Battle Symphony,Various Artists,0.548,0.906
6SEEYiCYzJVPrAXYiZMlZo,breakbeat,We Love It,Ron Santos,0.965,0.955
62nm5Ay0pIYt8Z54UQrghu,breakbeat,Praise You - Radio Edit,Various Artists,0.711,0.932
5XAKb6Ap2XFYTXq4OAfAW3,breakbeat,Pacific Coast Highway - Jackson Remix,Kavinsky,0.267,0.855
5gkVOhjqZlwyBwV8iDeQDj,breakbeat,Night Vision,Technimatic,0.345,0.935
4O8zrS25OStHOrIM8qZsyh,breakbeat,Scorpio - Rerecorded Version,Various Artists,0.871,0.676
1RADWAGoZRJod22HVKahvC,breakbeat,"Future Sound Of Breaks Volume 2.0 - Continuous Mix - Feat. DJ Icey, Krafty Kuts, Deekline and Ed Solo, Hyde, Hydraulix",Eric Berretta,0.246,0.692
25H9cp6TqNJsO4an5gElNE,breakbeat,Minimal Machine,DJ Icey,0.379,0.51
0IBCIxnKzdSL146QYJUeFq,breakbeat,This Is The Sound Of Underground,Jackal and Hyde,0.296,0.769
0PvdCkxxUMjBipIIiIeLqk,breakbeat,California Uber Alles,Various Artists,0.519,0.608
22TZDc50UxddcIDB8ypWlu,breakbeat,Bring Back The Funk,Krafty Kuts,0.908,0.802
6DfWtSeGNVshAwIKydhWua,breakbeat,Footprints,A Tribe Called Quest,0.689,0.581
5p3Op8UmvKBd2IXoxiUuY4,breakbeat,The Slammer,Freestylers,0.38,0.98
0TwWRCufcJ2JVNoy3Sbxq9,breakbeat,Look-Ka Py Py,The Meters,0.929,0.822
02USa8SvJd7xodNZ4aHihM,breakbeat,Something Goin' On,Plump DJs,0.706,0.457
47Wv7knmg7C9ISkSuTcxo3,breakbeat,Stop the Rock - Apollo 440 Mix,Apollo 440,0.578,0.989
5e1iiRHiR5IqeKdZ4XEEfw,breakbeat,Zimba Ku - Remastered Version,Right On!,0.941,0.715
3LYxhhYvfEMuC2AKsuRfo0,breakbeat,Kickbox,General Midi,0.838,0.886
3K7rANCAEKSzjfUGAU7VMi,breakbeat,Wah Wah Man,Young-Holt Unlimited,0.703,0.47
5chjDGGXXVLgYMstFC5e6q,breakbeat,The Chopper - Bladerunner Remix,Bladerunner,0.0622,0.971
7nstHvUxb22aXsC67cjrlZ,breakbeat,Everyday - Remix,DJ Icey,0.478,0.915
5VLPmRK82MufxLszWyFavA,breakbeat,Giorgio Maurader,Various Artists,0.24,0.835
0HabtEekO8bgqf5V1il8jR,breakbeat,Red Heat,Noisia,0.392,0.977
0gM8Oo7EQpawzAJ5hAR2QC,breakbeat,We Are Alive,Paul van Dyk,0.737,0.976
5ys71c0npG2nE1gjUdSoPM,breakbeat,Great Trip,Various Artists,0.693,0.915
6rNk0vsfwculOMwpDqGYNr,breakbeat,Dub War - Chapter One,Various Artists,0.516,0.995
1ftNAv0cpQULOvDBUP2ZMj,breakbeat,Viva Tirado - 1989 Digital Remaster,Various Artists,0.688,0.62
2lpjGyyLCwRrqoeeHAfWMv,breakbeat,Funk Hits The Fan,Plump DJs,0.731,0.978
29beCxeJZgMf3bh6g4v7WG,breakbeat,You Are Right On Time,Various Artists,0.412,0.741
5WgOELT1kPGBVCHVHvzIHS,breakbeat,Que Sera,Various Artists,0.401,0.721
1c5dZ7jjvFOPoi8XkotLFk,breakbeat,The Law of Life,Elite Force,0.0561,0.92
2Arl7cRrFiuDiHQjdMEXOU,british,Our Day Will Come,Amy Winehouse,0.601,0.66
4vvK7kQ42AAXabZAXiGsDH,british,Sonnet,The Verve,0.319,0.706
1yqiPgdyzawcROgGQLvIYj,british,Free,Graffiti6,0.823,0.7
7LDe75cRmbXNcMTGXR5sze,british,Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,0.353,0.537
7Dk4MB4fPQKHFT2SJcRLrD,british,Shout To The Top - Full Version,The Style Council,0.909,0.949
0UAB340gAcSMk3r0a8PTag,british,More Than This,One Direction,0.225,0.715
2oiMNaVCul7qmMzpRStjCg,british,Land Of Confusion - Remastered 2007,Genesis,0.677,0.939
1OQy02jxSB11mUo2eatFc6,british,The Young Ones - 2005 Remaster,Freddie & The Dreamers,0.801,0.407
0V1hBXTdYOWv3N2FVzG3OM,british,Don't Let Me Be Misunderstood,The Animals,0.488,0.568
2qeESyQyH7MRHCBotCQsNq,british,Hungry Like the Wolf,Duran Duran,0.605,0.888
3caSGRAL5Q3b4SVKNQKAGQ,british,What About Us,The Saturdays,0.656,0.63
2TEW9YkQDKRHUxCHbEn0Gk,british,Live And Let Die,Various Artists,0.208,0.479
0HipMrGEo3BLg5KhfLt9dD,british,Heart Vacancy,The Wanted,0.275,0.667
1C9NuEa1wOF15EOBuWaaxS,british,Life On Mars? - 1999 Remastered Version,David Bowie,0.373,0.591
2SMn57cBVxoD4TArscpovk,british,Islands,The xx,0.707,0.472
1sFKcUH5sMAV4Qs0E99OLq,british,22,Lily Allen,0.926,0.737
2takcwOaAZWiXQijPHIx7B,british,Time is Running Out,Muse,0.428,0.842
5gOd6zDC8vhlYjqbQdJVWP,british,Baker Street,Gerry Rafferty,0.421,0.349
2Sy1KFLXBQjxqj6lCeIBCB,british,Oh My Goodness,Olly Murs,0.756,0.803
0DyPx2npygVWkjcJzkLCNI,british,Girlfriend in a Coma - 2008 Remaster,The Smiths,0.93,0.712
4Pxiq7tRULJLlMAo8Vh356,british,The Bartender And The Thief,Stereophonics,0.34,0.969
7ouMYWpwJ422jRcDASZB7P,british,Knights of Cydonia,Muse,0.211,0.963
5zyfzNnBzN7f7PVkJFnW2g,british,Us Against the World,Coldplay,0.195,0.304
2nGFzvICaeEWjIrBrL2RAx,british,Put Your Records On,Corinne Bailey Rae,0.542,0.511
6S39fhexETOGjnvcOOKSZm,british,Hanging On - Edit,Ellie Goulding,0.319,0.554
2SxC7qSTg4MaXygjkKt5GY,british,Do It Like A Dude,Jessie J,0.364,0.834
2HHiH52OPxe8qyVO7N4uH7,british,Bad Blood,Bastille,0.94,0.777
