id,genre,track_name,artist_name,valence,energy
7r3XMJM6XIu9KyVQ7U99tH,holidays,"Baby, It's Cold Outside",Sammy Davis Jr.,0.655,0.416
4TxfmzhUUrUym3b3yqUN1Q,holidays,Christmas Cards,Petula Clark,0.501,0.222
2WP3DiCNEhMu7yNG8CxORz,holidays,Glory Manger,Harry Belafonte,0.306,0.0535
5tEfvMwWaCKlLSXGXNayzT,holidays,The Lord's Prayer,Sergio Franchi,0.0737,0.25
55WsV2HYaiZKQQNxxxO2ni,holidays,Jingle Bells - Remastered,Ferrante & Teicher,0.596,0.334
6T6hp8aQxYfQNrakuXDtGc,holidays,Up On A Housetop,Various Artists,0.92,0.204
0Iq4wbqGRWvkOz3e1EtUx7,holidays,Christmas at Our House,Lou Monte,0.491,0.101
3SgXLFsStHwA2Y9PMvCz8Z,holidays,The Night Before Christmas Song,Various Artists,0.541,0.228
7oPYusgF2LjclCj2RnONRv,holidays,Snowfall,Claude Thornhill,0.179,0.074
6nA0pLL2RR7fet6HGSMu6n,holidays,Have Yourself a Merry Little Christmas,Various Artists,0.068,0.256
1RgiYgK1opmHJfEUHQa9KE,holidays,Carol of the Drum,The Swingle Singers,0.091,0.067
7bhuKqlVNy8Fvstf38CE7t,holidays,The Real Meaning of Christmas,Various Artists,0.504,0.266
6mdDNg8CqOq0FXpfbWAbDQ,holidays,White Christmas,Various Artists,0.13,0.128
5nT4meek3rM6I3c4c6UKb1,holidays,Sleigh Ride/Santa Claus' Party,Various Artists,0.852,0.5
5xhRNfS0uskqEcSWYMHcwG,holidays,Baby It's Cold Outside,Sammy Davis Jr.,0.631,0.362
7K8aDZqKxtQQPsT7IviHhT,holidays,White Christmas,Cliff Richard,0.176,0.212
5Ber68jZ7ytegr2UISEdb7,holidays,Santa Claus Is Coming to Town,Michael Bublé,0.396,0.389
4pHRyFLUtG3zt4J7sNqnuB,holidays,Please Come Home For Christmas,Various Artists,0.416,0.301
2XW2qoUUhIUunuLZd6Ly7v,holidays,What Child Is This?,The Everly Brothers,0.0386,0.0477
0PxMHZoeyyTdyOBBUkRbcr,holidays,Rudolph The Red Nose Reindeer,Spike Jones & His City Slickers,0.682,0.464
3yYIwsHWp5DGliZRSuDcmR,holidays,Christmas Alphabet,Various Artists,0.46,0.163
0D2RbTrYE78phUG7W5MUJG,holidays,Jingle Bells,Various Artists,0.803,0.219
6kzwJdIeY3XaDB7xFPkVYW,holidays,Ave Maria,Mario Lanza,0.119,0.347
62dPkNgqXKNUKyP03CBthj,holidays,The Christmas Song,Sammy Kaye,0.232,0.137
1b9WprGh5qohgtM3zb9aiO,holidays,Auld Lang Syne,Various Artists,0.0959,0.0889
0u2qBOkUlA1x0wOiuvnlps,holidays,The Man With The Bag,Various Artists,0.812,0.224
6TnjaL02usP9dwCGzdk5GS,holidays,"You're A Mean One, Mr. Grinch",Various Artists,0.42,0.484
5zRRAM6bjGxp575eEnN4xA,holidays,Sleigh Ride (with Paula Kelly),Various Artists,0.881,0.31
3iU29nCVaP0fwCvEZa83vd,holidays,Christmas Roses,Various Artists,0.744,0.43
0iEIKA6j3uvoWTmjwKKbtl,holidays,"Stille Nacht, heilige Nacht",Roger Whittaker,0.0978,0.374
38v47ymyhGXFX9Cfa9yGq5,holidays,All Through the Night (with Richard Marx),Heart,0.284,0.382
4naYy3JgfXo6G5wmnhk6p1,holidays,That's What Christmas Means to Me,Various Artists,0.178,0.281
6oEEddvigqKmeqM0NJvLzA,holidays,Moonlight In Vermont,Jane Monheit,0.0719,0.186
6OFTIs0d7c9rGiR6SislBS,holidays,What Child is This,Tony Bennett,0.0704,0.228
7oi49orPhuccvH9ApR7eYX,holidays,The Christmas Song,Vera Lynn,0.127,0.22
0AWYAEJ7cnZ9zqCZdMNLk9,holidays,December,Various Artists,0.358,0.0423
3WwCV79BsKLsvhKtTVWQT6,holidays,Frosty The Snowman,Various Artists,0.716,0.752
0Xuf2latifBqOvmlo3tdpN,holidays,Santa Claus' Party,Various Artists,0.964,0.597
3DnYHzeul8cWJDEuTFd79H,holidays,Sleigh Ride,"Harry Connick, Jr.",0.594,0.341
4eiy48ziSdn6nCnkB2UvYG,holidays,The Man With The Bag,Jane Monheit,0.798,0.553
1f9WJ3jehvcxTK5OTTYiOO,holidays,Christmas Time Is Here,Diana Krall,0.0502,0.0366
2MBZgYmcZTqiI39FsWuGha,holidays,Have Yourself a Merry Little Christmas,Various Artists,0.102,0.243
50NTZeYC6DQu39WuL3wAoT,holidays,I'll Be Home For Christmas,Lou Rawls,0.37,0.321
2nmH7UEmaEKmPlvXAV9mx4,holidays,One More Christmas,Anita O'Day,0.179,0.0423
08JSHTjkoWvWDJ1bIkBWFq,holidays,,Various Artists,0.158,0.257
1nA2CsOq00n6Fr53CZE06X,holidays,Blue Christmas - Re-Recorded,The Platters & Friends,0.753,0.461
1ZRkN3kZFmxw210Ii3apz9,holidays,What Child Is This,The Lettermen,0.0997,0.252
77E0UrrGz9QYX7yVTVwGs7,holidays,Do You Believe In Santa Claus,Various Artists,0.68,0.289
2wTc0tsIWesT2jELKTPEQq,holidays,"Let It Snow, Let It Snow, Let It Snow",John Pizzarelli,0.384,0.395
0KfCEU6Qcz0CBomIGLT9N6,holidays,The First Noel,Various Artists,0.486,0.174
74u83b2l81bM7EXFt7RqaQ,holidays,White Christmas,Connee Boswell,0.12,0.105
6PXvs464VVEoZjIAUpSOqc,holidays,Where Is God?,Neil Sedaka,0.307,0.345
6zduorj53VssZG2WOsXq3G,holidays,Let It Snow,Diana Krall,0.56,0.486
5ei83YjjKItun9bhHXHxux,holidays,Boogie Woogie,Various Artists,0.62,0.245
4GlFEzKlLRxRjpPlGH3kll,holidays,Mele Kalikimaka,The Puppini Sisters,0.677,0.606
69Z8ij1qtM0AkTXosRr9aS,holidays,Remember Me At Christmas,Wayne Newton,0.437,0.328
3vMwtAfDNM8dDBWMvS78pn,honky-tonk,Chug-A-Lug,Roger Miller,0.842,0.408
6zTkSkAB69CMZKMp7qbHXQ,honky-tonk,Always Late (With Your Kisses),Lefty Frizzell,0.546,0.152
4pOhqR8JeNQ6NlFKVOOrUg,honky-tonk,Så länge jag lever,Lasse Stefanz,0.602,0.527
6rFDuPeQI26Sgbuo9EkFHs,honky-tonk,The Fireman,George Strait,0.927,0.611
4imYTftUBGtMP4DKfJRYyf,honky-tonk,Heartaches By the Number,Ray Price,0.839,0.512
4VYLBtOHx9WYSFXHYnzVbN,honky-tonk,What Country Is,Luke Bryan,0.77,0.772
7uPReljrrTaqzDCcx4JHmi,honky-tonk,What Kinda Gone,Chris Cagle,0.668,0.861
53Dj5PCDhb22qWqmre3YQs,honky-tonk,Aw Naw,Chris Young,0.491,0.859
3xm4v1MDlEuBOaqs7CtmUA,honky-tonk,He Stopped Loving Her Today - Single Version,George Jones,0.43,0.195
7eKZNGQ68uznZk7jt14QLo,honky-tonk,Av hela mitt hjärta,Lasse Stefanz,0.817,0.711
6l0j6PTbFsGqZWHv0CU53f,honky-tonk,Redneck Side of Me,Jamey Johnson,0.398,0.718
16OFkCrdYH524sqvTPt6CT,honky-tonk,It Must Be Love,Alan Jackson,0.967,0.669
7FYQ5lnm0aSw5gughyiDkr,honky-tonk,I'm a Ramblin' Man,Waylon Jennings,0.768,0.561
0w9LJae3sVlZlH2CnxTInF,honky-tonk,God Gave Me You,Blake Shelton,0.543,0.844
0lkbzgwEiDzm9P8wffceHd,honky-tonk,Dirt,Florida Georgia Line,0.538,0.889
1ALOflPunt1yWnnZQ7joui,honky-tonk,Please Remember Me,Tim McGraw,0.233,0.554
15TITugVC8RrpLctHXOqT8,honky-tonk,Daddy Sang Bass,Johnny Cash,0.677,0.638
3QsbDVsQbhDlOwpmfiNZ58,honky-tonk,The Mansion You Stole,Johnny Horton,0.313,0.253
7fkGuyDiJoqHbMiPqjqNKx,honky-tonk,Right Where I Need To Be,Gary Allan,0.635,0.692
5JlH51YDYsGj2dyEJKKjcN,honky-tonk,Alright,Darius Rucker,0.711,0.806
6J6U7h6vDmg2XZV2feEeNu,honky-tonk,Waltz Across Texas,Various Artists,0.47,0.238
5tQwMi9LK7kkS9GgkF35nJ,honky-tonk,Move It On Over,Hank Williams,0.924,0.399
19NKQh7UsGP0dazET759jN,honky-tonk,Folsom Prison Blues - Live,Johnny Cash,0.904,0.575
3uRcvuRaoV1rUu8XadLnF0,honky-tonk,Årets skiftningar,Lasse Stefanz,0.593,0.829
0XjXQDJpajDzCdpazp1562,honky-tonk,Eight Second Ride,Jake Owen,0.534,0.843
0AQquaENerGps8BQmbPw14,honky-tonk,Big Iron,Marty Robbins,0.57,0.474
7kB1UXxStzSa78NdiexiIS,honky-tonk,My Eyes (feat. Gwen Sebastian),Blake Shelton,0.625,0.587
6s2tqnVZKN18EQ0I1KyPhJ,honky-tonk,Hon tror hon vet (Sometimes She Forgets),Lasse Stefanz,0.396,0.517
2yhhcHTfvLC0HzSajGYL0h,honky-tonk,Kerosene,Miranda Lambert,0.808,0.92
5txn76i4JdbDINtXtgSMVr,honky-tonk,There's Your Trouble,The Chicks,0.914,0.791
3zUYhqGBVE6bzcpgG9Lcxo,honky-tonk,Don't Mess With The Messer,Various Artists,0.721,0.689
0i5el041vd6nxrGEU8QRxy,honky-tonk,Cruise,Florida Georgia Line,0.878,0.948
0f6bLRsE8mtzljXSoeCswO,honky-tonk,I Want You to Want Me - 2002 Remaster,Dwight Yoakam,0.66,0.874
6d9IiDcFxtFVIvt9pCqyGH,honky-tonk,Sparks Fly,Taylor Swift,0.374,0.787
7tvnZH4Db2zylKHo7ojKH1,honky-tonk,The Fightin' Side Of Me,Merle Haggard,0.789,0.497
6Gfmj0HbpvxTdW0sdlzTDU,honky-tonk,My Wish,Rascal Flatts,0.388,0.769
3ID1pA0f13b18OnPxqiHkf,honky-tonk,Shoot Low Sheriff!,John Anderson,0.964,0.513
0NyMrtH8mUuvtJjEpESn7J,honky-tonk,Life's a Dance,John Michael Montgomery,0.652,0.533
4RyjKCD7vFGxhaHHotWMfH,honky-tonk,Peppelinos bar,Lasse Stefanz,0.967,0.987
3mHAyclWdtFASQuobdnDf8,honky-tonk,Til My Last Day,Justin Moore,0.599,0.761
30ZGbfPsjDNCgL21Qzciuj,honky-tonk,Summertime,Kenny Chesney,0.721,0.933
5FqbXA9m8f2Gzy42FMdVeK,honky-tonk,Messin' With The Kid,Junior Wells,0.85,0.774
5XDUR6VWpCtgv2hYH5GdMB,honky-tonk,The Cowboy In Me,Tim McGraw,0.234,0.593
0svhKL5JfIxASjbmEkxXKV,honky-tonk,Love's Gonna Live Here,Buck Owens,0.969,0.552
7iDDWqSjOa4PNvHQgUFI73,honky-tonk,Good Directions,Billy Currington,0.436,0.722
2byuMQoY8GFXEQ5z3GnXyW,honky-tonk,Sure Be Cool If You Did,Blake Shelton,0.582,0.726
0WTK0uyF22y3oZwJpzEyJa,honky-tonk,I Don't Dance,Lee Brice,0.19,0.559
1SWvbUS90zFKaN80mQrgyY,honky-tonk,"Cold, Cold Heart",Hank Williams,0.511,0.173
0ttKO7eBjyoq5Khr2X9lwV,honky-tonk,Copperhead Road,Steve Earle,0.765,0.742
3K7HI9pUgjtHe8urwYFgTy,honky-tonk,Den lilla klockan,Lasse Stefanz,0.684,0.75
6dAmzFMCkPUqyed7488yY8,honky-tonk,Something To Do With My Hands,Thomas Rhett,0.516,0.913
3NfexsDdbxMMwfK3VRZChL,honky-tonk,I'm the Only Hell (Mama Ever Raised),Johnny Paycheck,0.951,0.573
6yXbhtXMMujv7ZcV1UxCuD,honky-tonk,Hot Mama,Trace Adkins,0.77,0.84
4O4hiA7KxHhzv3s0QIHDlz,honky-tonk,You Look Good In My Shirt,Keith Urban,0.828,0.865
1A0I5aiVZRwecRlbQcweBh,honky-tonk,Gone Country,Alan Jackson,0.637,0.719
1FTlLpP6V05yJWmcIg0rlK,honky-tonk,Mama Tried - Remastered 2001,Merle Haggard & The Strangers,0.659,0.654
2WQAknZHrJAEQOFXe0F44P,honky-tonk,Austin,Blake Shelton,0.275,0.609
152IqAB0MYIA3rw5CSMVK6,honky-tonk,It'z Just What We Do,Florida Georgia Line,0.896,0.947
7xJqaCgeteqWPogqjjxkBl,honky-tonk,American Saturday Night,Brad Paisley,0.733,0.938
29aSfWddeZJCfnrcMb20sy,honky-tonk,Homeboy,Eric Church,0.445,0.673
4A6IgELhUNZIJ38kMUB4pC,honky-tonk,She's Country,Jason Aldean,0.657,0.872
7IQXTb8iwn3f4tApxz7U1O,honky-tonk,Country Must Be Country Wide,Brantley Gilbert,0.454,0.764
6YGqR5D82R4xc4pqgj0KZo,honky-tonk,Sunny and 75,Joe Nichols,0.243,0.89
1zi3f2VL4eSFHvm0WC506q,honky-tonk,Achy Breaky Heart,Billy Ray Cyrus,0.963,0.725
5Gu3xvZOs05XfcfbndImAX,honky-tonk,The Wild Side of Life,Various Artists,0.463,0.143
5fO8Q0qoR6LPYGbh9BjQMb,honky-tonk,Strange,Patsy Cline,0.439,0.315
6cAxSUPzHyywECgGSvoLyf,honky-tonk,Bait A Hook,Justin Moore,0.695,0.781
3o8W0OqTkApsRD9SZRfv0v,honky-tonk,Om jag stannar hos dej (The Way It Goes),Lasse Stefanz,0.833,0.84
3SmlyNxK4hTd5nBjjqgBv7,honky-tonk,Check Yes Or No,George Strait,0.68,0.683
5MpasvxaXu6wJEMhyh8pDt,honky-tonk,As Soon As I Hang Up The Phone - Single Version,Loretta Lynn,0.434,0.336
3yM53DMMIioxVy7Pha1hD0,honky-tonk,Goodbye in Her Eyes,Zac Brown Band,0.376,0.558
5KqldkCunQ2rWxruMEtGh0,honky-tonk,The Gambler,Kenny Rogers,0.86,0.501
0adTN3vBO3pimO3yfxm9vg,honky-tonk,Dirt Road Anthem,Jason Aldean,0.658,0.739
5uiqNMiidQDffMaBoRRtgC,honky-tonk,The Race Is on,George Jones,0.932,0.672
1nVLAEzhBXMJLR5zAl90Nl,honky-tonk,Crazy Girl,Eli Young Band,0.257,0.651
71sewI9QlxELTacyzpFOH9,honky-tonk,She's Gone Gone Gone,Lefty Frizzell,0.934,0.52
23CzqFXnFgaJo2L9vJXWHN,honky-tonk,Here For A Good Time,George Strait,0.557,0.732
6JxfwD9TOpNRI4YZxPt4Cp,honky-tonk,Hoochie Coochie Man,Allman Brothers Band,0.762,0.878
4kfJ5ByYKtnrUfeNg2fInw,honky-tonk,This Ole Boy,Joe Nichols,0.726,0.87
6XAQnzEDfm3551IPf73Lf1,honky-tonk,Sin Wagon,The Chicks,0.912,0.93
09qzRI951OVkXGCc33gzcT,honky-tonk,My Maria,Brooks & Dunn,0.898,0.842
6kdUEKJUQy9euAgJ7cuN6N,honky-tonk,Dom spelar vår sång (They're Playin' Our Song),Lasse Stefanz,0.965,0.659
2rmNddZ5XSLhpow3uBHo65,honky-tonk,I've Always Been Crazy,Waylon Jennings,0.537,0.709
2xYlyywNgefLCRDG8hlxZq,honky-tonk,"Take Me Home, Country Roads - Rerecorded",John Denver,0.546,0.43
5XSMEz3plMjaDETZa8F7uz,honky-tonk,Fish,Craig Campbell,0.599,0.673
6W7JvNYum6o2NxIIP5rZ2s,honky-tonk,Long Black Veil,Lefty Frizzell,0.401,0.16
5901aCY0TISojkOqXQREDx,honky-tonk,Little Sister - 2002 Remaster,Dwight Yoakam,0.842,0.962
5dPfweC4kFNvS45Hke0FBF,honky-tonk,Not Ready to Make Nice,The Chicks,0.236,0.508
7dL2kSVsBelmkQHbkNkx1l,honky-tonk,Hillbilly Bone (feat. Trace Adkins),Blake Shelton,0.9,0.964
7AGtAPxCdU1RiGto2XzLFR,honky-tonk,Give Me Back My Hometown,Eric Church,0.516,0.662
4nIwj4uuK2egtQaym18w3p,honky-tonk,"Dayum, Baby",Florida Georgia Line,0.696,0.939
5md2t0Y3OMGqTQcvd0Gt9E,honky-tonk,Big River,Various Artists,0.818,0.786
2LbOTztU3giUjjYmgtKgj3,honky-tonk,Chattahoochee - Extended Mix,Alan Jackson,0.972,0.801
5N4B8MiObp4n4wh34WXYEV,honky-tonk,"Please Help Me, I'm Falling",Various Artists,0.553,0.336
3QV7NYkrmV0Q0IHdFJw9hO,honky-tonk,She Thinks My Tractor's Sexy,Kenny Chesney,0.906,0.886
0K1kj3JopBRYRkLXRIs41O,honky-tonk,Wine Me Up,Faron Young,0.918,0.272
2QQoeCWukPy6lGVm4288jF,honky-tonk,Day Drinking,Little Big Town,0.913,0.932
4Xfzxodo4EqR4Otxo3cc2g,house,DNA - Calvin Harris Remix Edit,Empire of the Sun,0.337,0.884
08fMRujpKhEDTanKN9l2ud,house,Another Chance,Roger Sanchez,0.45,0.82
1UPyhGntpIx9jGJ5UVtKVS,house,Call Me A Spaceman - Radio Edit,Hardwell,0.35,0.877
61z6AxiMMpuT4jzxCdQD3k,house,Lick It,Kaskade,0.48,0.891
3fao2rujDFBjFvf7nhXnCH,house,Center of the Universe - Remode Edit,Axwell,0.678,0.933
7g0esQ8sZkjFGamNkv8iEz,house,Sparks (Turn Off Your Mind) (feat. Matthew Koma) - Radio Edit,Fedde Le Grand,0.329,0.96
0WeF2Avp91o78EiEfxHPrw,house,Flashlight - Original Mix,R3HAB,0.274,0.949
74eDdfWtlPPhjsRstBXUBc,house,I Need Your Love (feat. Ellie Goulding) - Nicky Romero Remix,Calvin Harris,0.426,0.791
4cDUqdVyfnuQUvdhF9fPTj,house,L'Amour - Original Mix,Bingo Players,0.164,0.935
3ZbmDl4M9O587VmD9IqyIj,house,The Alphabeat,Various Artists,0.147,0.809
4pWfWlnxmtUHVnzuqTTyP7,house,What's Up Suckaz,TJR,0.189,0.941
2lEU4cxX7YAJeGj892QXAj,house,Dynamite,Alesso,0.239,0.909
2oQldFlWPlH7aLrpWZlP2c,house,Handguns (Dada Life Remix),Various Artists,0.594,0.579
4IdCX8mGmi8kJD5az6HqRL,house,Million Voices - Radio Edit,Otto Knows,0.0694,0.894
6f6ONAlOFCjF2p3UaOiY0M,house,C'mon (feat. Diplo),Tiësto,0.0434,0.899
47WNjXohtA1A6gY2zTKZ91,house,Professional Griefers,deadmau5,0.642,0.486
6x4QjmJ5e6BkPtAGT6eHpJ,house,Russia,Various Artists,0.229,0.895
4yOn1TEcfsKHUJCL2h1r8I,house,Feel This Moment (feat. Christina Aguilera),Pitbull,0.531,0.758
5Jjxe99vqnbaOqQ4kl2tW6,house,So Long,Various Artists,0.373,0.409
3Gaj5GBeZ8aynvtPkxrr9A,house,Paradise,Tiësto,0.0566,0.573
6BCqAnkDqSb7sdbNwLT2N1,house,Haters (Nicky Romero Out Of Space Remix),Various Artists,0.105,0.949
0lDLDCow2G0L3fBlwMrXdD,house,Project T - Original Mix,Various Artists,0.135,0.926
6Qmmzzo9Sdk0QZp0dfLpGk,house,Commander,Kelly Rowland,0.552,0.881
1PM7tLaPQ5Mfnqzk7ApdWR,house,Move It 2 The Drum - Promise Land Remix,Various Artists,0.204,0.847
0CAe967pgRZUQpYXHtzRBn,house,Calling (Lose My Mind) - R3hab & Swanky Tunes Vocal Mix,Sebastian Ingrosso,0.0746,0.671
6WakVarAzRjMKN4R4UcWus,house,Escape Me - Avicii's Remix At Night,Tiësto,0.256,0.834
4R30C14VKLnlwRSnErf8q2,house,As Your Friend,Afrojack,0.812,0.769
3bxtgzAeAZPdRtKoPL5GG2,house,Collide - Radio Edit,Leona Lewis,0.459,0.745
2g136494iEXB1GGPakAFzx,house,Pressure - Alesso Remix,Nadia Ali,0.357,0.795
3ek67X3cd65AZIJvTQ1I8k,house,No Superstar - Original Radio Mix,Various Artists,0.546,0.861
2w2GduKshRATrsoGJ3MZuc,house,Here We Go,Swedish House Mafia,0.182,0.965
2iOiRhJanIu1jNSzwaleEf,house,Like Home - Radio Edit,Nicky Romero,0.224,0.895
2xqJTs6q6cFDVDAatWhPzT,house,Follow Me - Vocal Mix Radio Edit,Sebjak,0.518,0.974
62PdGwG6Hv8sCyd29ExKEq,house,Unison - Knife Party Remix,Porter Robinson,0.165,0.836
4QMM2DYkevqryAshgdmVa1,house,Years - Hard Rock Sofa Remix,Alesso,0.316,0.918
3HhGKFhUHt87EQKkawKeB8,house,Moombah - Afrojack Remix,Various Artists,0.358,0.797
2pLtyAloLNVnt2DvxW7JSi,house,Resurrection - Axwell's Recut Club Mix,Michael Calfan,0.48,0.84
5mzDI55rnvnzTe4j9qW9zh,house,Jailbait,Avicii,0.43,0.785
2c9lhIne48A8RH9fpEXFlj,house,FML,deadmau5,0.101,0.845
25djBLtTmVc7fIxerq781o,house,Slow Down - Original Mix,Showtek,0.087,0.806
0XdC2dBoSx4eWLI1EsZKSx,house,Who Is Ready To Jump - Club Mix,Chuckie,0.562,0.829
4ZPdZEklHCDqdxqCQNu3tz,house,Downfall (Original Mix),CAZZETTE,0.129,0.937
2VtX9viww814jnWFERUhAS,house,Follow You Down,Zedd,0.576,0.694
1sVXthKdGAnoZoFGWmL1bg,house,Cobra - Official Energy Anthem 2012,Hardwell,0.293,0.923
0JUa73C2r5beBMhy9NXX1E,house,The Night Out - Madeon Remix,Martin Solveig,0.35,0.896
549HPCKihBd0RZg57ynUm7,house,REJ - Original Mix,Dimitri Vegas & Like Mike,0.451,0.863
6rJgxG48l7C1uLszq3IFws,house,Follow You (feat. Wynter Gordon),Deniz Koyu,0.224,0.935
1OZNyD10SAr5Rh1y2yv6JJ,house,Echoes - Radio Edit,Henrik B,0.612,0.897
6y7hF3bf8GP2gHSdsrczlY,house,Tidal Wave,Sub Focus,0.49,0.898
0Fu22G9NPGcomEapGHAEjv,house,Just Can't Stay Away - Original Mix,Hard Rock Sofa,0.491,0.9
0DyeiVFwnfAvfyUGdu5l9q,house,WTF!? (Original Mix),Nicky Romero,0.0842,0.98
6yHTVLC9ST69iKpe62REty,house,Tombo - Original Mix,Hardwell,0.55,0.983
12dBXUbgyQdYv8TOVQubLw,house,What the Fuck,David Guetta,0.133,0.95
31KeM9Sfq9kTQU1x2DJ6Yq,house,Sweet Nothing (feat. Florence Welch) - Tiësto Remix,Calvin Harris,0.392,0.622
1bcmUeuwk0M56omq9jwVph,house,Phat Brahms (Steve Aoki & Angger Dimas vs. Dimitri Vegas & Like Mike),Steve Aoki,0.313,0.927
2LZaDP6z9W927TglZSMKGW,house,Follow You - Radio Edit,Deniz Koyu,0.336,0.862
7y7g3MZjWB3n0188zAQbqS,house,Passion - Hardwell Edit,Hardwell,0.35,0.942
08jc20GXJEh042kXityDTG,house,Sunrise (Won't Get Lost) - Tommy Trash Version,The Aston Shuffle,0.248,0.971
3sZHBCRaGPcnwhm8tuRfa0,house,Everybody Is In The Place - Original Mix,Hardwell,0.127,0.969
6c9EGVj5CaOeoKd9ecMW1U,house,Strobe - Radio Edit,deadmau5,0.0736,0.706
5PqQiSmjGTYyLSzBFbQWse,house,Arena - Original Mix,Tiësto,0.339,0.901
0TWQunw1Fny79BcXYfkTtl,house,Boy - Hardwell Remix,Adrian Lux,0.0967,0.814
27EyhYktLIgAOW6IkygTqL,house,Pompeii - Audien Remix,Bastille,0.219,0.788
2jg42sFLPNhRZw3Cpb7tJ1,house,Run For Cover (Instrumental Mix),CAZZETTE,0.175,0.746
3LQiB88LdqGP1l1AHfvdjo,house,"Work Hard, Play Hard (Radio Mix)",Tiësto,0.771,0.806
587WyUFy8rlfIRD9UDiaK7,house,No More Serious Faces,Inpetto,0.296,0.847
2hZfSXDhitRcQcFtfRDF8g,house,Beating Of My Heart - Matisse & Sadko Remix,Various Artists,0.381,0.898
3xhnyMnNskACCvI0VL6bfY,house,Monkey See Monkey Do - Original Mix,Tommy Trash,0.0415,0.934
7c7wZx2ZFfQFSaVaIujmqH,house,Call My Name (Spencer & Hill Radio Edit) (feat. Nadia Ali),Sultan + Shepard,0.461,0.707
0ByqrVe1Ppp5NpaYXcVI7o,house,Move - Radio Edit,Nause,0.4,0.659
4bz7u1QN3jOBZ4J5E8H9CR,house,Chasing Summers (Original Mix),Tiësto,0.399,0.849
1VXdxAOqJotFBoe2IB2vMl,idm,A Secret,Arovane,0.478,0.607
2P43WROXRRBFqSKd2aSc0o,idm,"Goodbye, Goodbye",µ-Ziq,0.122,0.44
3vBJYnujT3yxLjLEG1jtDS,idm,Music Is Math,Boards of Canada,0.116,0.799
0Zb720gf3EIEdbIaTMjXmg,idm,We Have Arrived - Aphex Twin QQT Mix,Aphex Twin,0.126,0.936
1gqcIrZ2IdH9HQRNtQEADY,idm,Time For The Gallery,Ochre,0.0805,0.448
30UV6RfmvoV1CExTH9DbHk,idm,Useless Information,Apparat,0.517,0.654
66e60hwpUnBUKwNT3YzZsR,idm,Go! Spastic,Squarepusher,0.14,0.813
1yPmVRjVjyJ9CPVlXx5Wfb,idm,Nose Art,Flying Lotus,0.522,0.989
7c4lnS1bSj4fRJWAQ8D54R,idm,#13,Aphex Twin,0.0402,0.127
4oQkvCJqnX5kbc0ZnB0z4n,idm,Telepath,Boards of Canada,0.0465,0.0966
2kfqvQyPTVP6v3LfImdcY4,idm,New Year Storm,Clark,0.27,0.842
48JnWcGBjjUpT7T7xThdOT,idm,The Glass Road,Squarepusher,0.482,0.797
3u62qwxNv5bjxO9GUd29fd,idm,Children Playing With Lego,Ochre,0.0764,0.561
1DPzkiWkMCCcfqBCpZzKho,idm,Send And Receive - Chachi Jones Remix,Tycho,0.26,0.619
42GDjWhpmV273oqUMduA9Z,idm,Rainbow Voodoo,Clark,0.296,0.976
4bJbKvrG2466LEs1nZy4as,idm,Anirog D9,Squarepusher,0.927,0.947
3uS2P07FDjhm1GlXKWKilM,idm,Roygbiv [Chosen by fans on Warp20.net],Various Artists,0.171,0.617
4ZmO0gxFCbecspnET903A3,idm,Through Tiny Windows We Wonder Constellations,Stendeck,0.171,0.978
4aYsWv3AT2QQMbaKjjbBdF,idm,Paean,Nathan Fake,0.57,0.708
2dr40Mh5nBfFj3U2qKrs1e,idm,Dropp,Autechre,0.142,0.855
5tDoMV45rlaqdhc4pMt0vN,idm,Dictaphone’s Lament,Tycho,0.266,0.556
1H64w8li89cJfI9tx3iBBf,idm,Amo Bishop Roden [Chosen by Warp co-founder Steve Beckett],Various Artists,0.29,0.537
0YuoNu4zZy39F7Wca469EO,idm,Potential Govaner,Squarepusher,0.736,0.665
2sJo1TuZf1IFp5pVZX7Vzr,idm,Phloam,Aphex Twin,0.239,0.973
4hX3n384YEio3vZxXjuwEO,idm,Auntie's Harp,Flying Lotus,0.39,0.86
6AiTC914E3XKGe8pwYAHHd,idm,Preminition,Various Artists,0.925,0.763
2EXgIJAYy4gAbFxLilJISb,idm,YJY UX,Autechre,0.283,0.563
4ZOv9mx6Lz7RRaBFi5UNaE,idm,Aquarium,Nosaj Thing,0.271,0.655
4ji8LGXhGlOdgiNy6X0Uzq,idm,IZ-US,Aphex Twin,0.267,0.462
1KVhnsmbNXcG6KqwMSFgxs,idm,Vengeance Drools,Clark,0.197,0.847
0rS0eglXz6PClT30yiHUsL,idm,Passage D,The Flashbulb,0.087,0.829
0XBOAMQHPZ7omGzTNtKZhJ,idm,"Freeman, Hardy & Willis Acid [Chosen by Warp co-founder Steve Beckett]",Various Artists,0.328,0.951
6DMqm2q8mW2AfHIGIQoheE,idm,os veix3,Autechre,0.252,0.278
16ANAvUWjnAZD2gbLdvYM0,idm,Öngyilkos Vasárnap,Venetian Snares,0.578,0.874
7IFLsGyxJUX4cCWauaWG6U,idm,The Beach At Redpoint,Boards of Canada,0.0959,0.917
5v4Ji00m2wKYVX0QpmQgGM,idm,Your House Is My World,Apparat,0.41,0.621
50jNbzYLDYHeV4oprCLtUj,idm,Proper Hoodidge,Amon Tobin,0.0916,0.524
3fmbyjOOz5BBlHlnGULr44,idm,Duotone Moonbeam,Squarepusher,0.196,0.365
